Topic,Count,Name,Representation,Aspect1,Representative_Docs
52,70,52_Desenvolvimento_competência concorrente União_desigualdades regionais_competência concorrente,"['Desenvolvimento', 'competência concorrente União', 'desigualdades regionais', 'competência concorrente', 'concorrente União', 'outubro', 'área', 'direitos políticos', 'desigualdades', 'concorrente', 'Federal', 'regionais', 'recursos', 'direitos', 'saúde', 'ninguém', 'fiscalizar', 'eleição', 'anos', 'deve']","['orientação', 'partir', 'outubro', 'área', 'desigualdades', 'concorrente', 'regionais', 'recursos', 'direitos', 'saúde', 'mesmo', 'eleição', 'anos', 'detentor', 'identidade', 'mesmo cargo', 'recondução', 'universalidade', 'competência', 'políticos']","['A Constituição estabelece que ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória.', 'a Constituição estabelece a competência concorrente da União, dos estados e do Distrito Federal para legislar sobre fauna, ciência, tecnologia, pesquisa, desenvolvimento, inovação e defesa da saúde.', 'A Constituição estabelece que o Congresso Nacional deve se reunir anualmente a partir do dia 2 de fevereiro e que cada Casa deve realizar sessões preparatórias a partir de 1º de fevereiro para a posse de seus membros e eleição das respectivas mesas, vedada a recondução para o mesmo cargo na eleição imediatamente subsequente.']"
53,70,53_Estatuto_urgência_servidores públicos_fato determinado,"['Estatuto', 'urgência', 'servidores públicos', 'fato determinado', 'comissões', 'públicos', 'fato', 'Educação', 'urgência relevância', 'exercício', 'medidas', 'determinado', 'direito ir vir', 'eficiência', 'salarial', 'ir vir', 'ministros', 'impõe', 'CPI', 'país']","['urgência', 'relevância', 'comissões', 'públicos', 'fato', 'exercício', 'dia', 'medidas', 'servidores', 'eficiência', 'salarial', 'ministros', 'CPI', 'mesmo', 'país', 'provisórias', 'critério', 'mensal', 'consequência', 'políticas']","['a Constituição permite a convocação de ministros para prestar esclarecimentos ao Senado.', 'a regulamentação do Sistema Nacional de Educação é uma demanda histórica do país, conforme a Constituição Federal e a Lei de Diretrizes e Bases da Educação, que mencionam a importância da colaboração e da cooperação entre os entes federados', 'a Constituição estabelece que a saúde é um direito de todos e dever do Estado, garantido mediante políticas sociais e econômicas.']"
54,67,54_emendas constitucionais_pública direito todos_Eleitoral_mulheres,"['emendas constitucionais', 'pública direito todos', 'Eleitoral', 'mulheres', 'pública direito', 'emendas', 'Participação', 'homens mulheres', 'Tribunal', 'constitucionais', 'Federal', 'indígenas', 'princípios', 'recepcionou Lei', 'imparcialidade', 'adequação financeira orçamentária', 'incluir direito', 'independência poderes', 'crime político', 'provisórias devem analisadas']","['terra', 'estrangeiro', 'homens', 'orçamentárias', 'mulheres', 'popular', 'emendas', 'constitucionais', 'indígenas', 'princípios', 'imparcialidade', 'empregadores', 'direito', 'biomas', 'presidencialismo', 'participação', 'livres', 'penas', 'adequação', 'cálculo']","['A Constituição exige notável saber jurídico e reputação ilibada para a escolha dos ministros do Supremo.', 'a Constituição estabelece que a administração pública deve obedecer aos princípios de legalidade, impessoalidade, moralidade, publicidade e eficiência.', 'A Constituição assegura a soberania popular através do sufrágio universal e do voto direto e secreto, além de prever instrumentos de participação popular como plebiscito, referendo e iniciativa popular.']"
55,66,55_orçamentos_exige medidas provisórias_exige medidas_estabelecida,"['orçamentos', 'exige medidas provisórias', 'exige medidas', 'estabelecida', 'municipais', 'deliberação', 'justiça', 'ensino', 'Estado', 'exige', 'parlamentar', 'financeira exploração recursos', 'índios direitos originários', 'liberdade expressão imprensa', 'distribuição Fundo Participação Estados', 'combate corrupção', 'índios direitos originários terras', 'expressão imprensa', 'distribuição Fundo', 'distribuição Fundo Participação']","['estaduais', 'orçamentos', 'municipais', 'deliberação', 'prática', 'justiça', 'ensino', 'condições', 'Estado', 'parlamentar', 'audiências', 'idosas', 'fundamental', 'acesso', 'mobilidade', 'escolar', 'alíquota', 'obrigatório', 'interna', 'reputação']","['a Constituição reconhece aos índios os direitos originários sobre as terras que tradicionalmente ocupam.', 'a Constituição, através da Lei de Lavagem de Dinheiro e da Lei de Combate ao Crime Organizado, permite a cooperação entre as instituições oficiais nacionais, estaduais e municipais para a investigação de crimes', 'a Constituição Federal faz constar entre os objetivos fundamentais da República Federativa do Brasil construir uma sociedade livre, justa e solidária, bem como erradicar a pobreza e a marginalização e reduzir as desigualdades sociais e regionais.']"
56,66,56_Ministério Público_Público deve_Ministério Público deve_Ministério,"['Ministério Público', 'Público deve', 'Ministério Público deve', 'Ministério', 'sociais individuais', 'deve respeitada', 'respeitada', 'proteger', 'fiscal', 'mandato', 'cargos', 'normas constitucionais', 'Senado tem prerrogativa', 'União tem competência', 'suprema', 'legitima', 'governos estaduais', 'detentor', 'emendada tornar', 'direito trabalho']","['partido', 'anos', 'fiscal', 'mandato', 'cargos', 'separação', 'detentor', 'republicana', 'legitima', 'inerentes', 'suprema', 'estupro', 'regime', 'regras', 'respectiva', 'tarefa', 'individuais', 'desenvolvimento', 'planos', 'lugar']","['a Constituição estabelece que o Ministério Público deve ser o defensor dos índios e o fiscal da lei.', 'a Constituição de 1988 deu ao Ministério Público a nobre tarefa de ser fiscal da lei, defensora da democracia e dos direitos sociais e individuais indisponíveis, e garantiu sua autonomia para atuar de forma independente em relação ao Executivo, Legislativo e Judiciário', 'a Constituição deve ser respeitada e que o Ministério Público deve agir em defesa da ordem jurídica, dos interesses sociais e individuais, e do próprio regime democrático.']"
57,66,57_exceção_políticas_regra_pessoas deficiência,"['exceção', 'políticas', 'regra', 'pessoas deficiência', 'crimes', 'não deve', 'deficiência', 'Defensoria Pública', 'Ministros', 'Defensoria', 'soberania', 'CPI', 'parlamentar', 'social brasileira', 'Defensorias Públicas', 'segurança saúde', 'Defensorias', 'princípio anualidade', 'mobilização', 'eleitorais devem']","['exceção', 'políticas', 'fato', 'regra', 'crimes', 'prática', 'deficiência', 'soberania', 'salarial', 'ensino', 'CPI', 'assistência', 'parlamentar', 'metas', 'mobilização', 'determinação', 'anualidade', 'decoro', 'ilícito', 'programa']","['a Constituição estabelece que a lei considerará crimes inafiançáveis e insuscetíveis de graça ou anistia a prática da tortura, o tráfico ilícito de entorpecentes e drogas afins, o terrorismo e os definidos como crimes hediondos.', 'a Constituição de 1988 foi produzida com a mobilização da sociedade e estabelece condições para um processo de desenvolvimento no país, incluindo a igualdade de direitos previdenciários entre trabalhadores do campo e da cidade, o programa de seguro-desemprego, benefícios sociais como o valor do salário mínimo, e a criação de uma política de assistência social para pessoas com deficiência e em situação de vulnerabilidade social.', 'a Constituição estabelece que a criação de Comissões Parlamentares de Inquérito está condicionada a três requisitos: subscrição do requerimento por um terço dos membros, determinação do fato a ser apurado e fixação do prazo certo para investigação.']"
58,64,58_Fundo Constitucional_todos cidadãos_cidadãos_regra,"['Fundo Constitucional', 'todos cidadãos', 'cidadãos', 'regra', 'garantia', 'funções', 'democrática', 'Estado direito', 'protege', 'terras', 'direitos', 'Estado', 'Fundo Constitucional Financiamento', 'necessidade equilíbrio', 'suprema', 'educação dever', 'responsáveis', 'princípio anualidade', 'taxas', 'turnos nas']","['cidadãos', 'regra', 'garantia', 'funções', 'democrática', 'partidos', 'terras', 'direitos', 'Estado', 'suprema', 'responsáveis', 'tamanho', 'taxas', 'constitucional', 'direito', 'anualidade', 'conselhos', 'excesso', 'demarcações', 'região']","['A Constituição estabelece a independência e harmonia entre os Poderes Executivo, Legislativo e Judiciário.', 'a Constituição, através do art. 159, inciso I, alínea “c”, estabelece a criação do Fundo Constitucional de Financiamento do Centro-Oeste (FCO) para contribuir para o desenvolvimento econômico e social da região.', 'a Constituição estabelece que é vedada a reedição, na mesma sessão legislativa, de medida provisória que tenha sido rejeitada ou que tenha perdido sua eficácia por decurso de prazo.']"
59,64,59_poderes necessidade_distribuição recursos_princípio_Estados,"['poderes necessidade', 'distribuição recursos', 'princípio', 'Estados', 'separação poderes', 'recursos', 'distribuição', 'notável saber jurídico reputação', 'petróleo energia', 'direitos civis', 'reservas indígenas desde haja', 'qualquer restrição', 'investimentos educação', 'petróleo energia elétrica', 'recursos União', 'escolhidos', 'princípio separação', 'amparar pessoas', 'preservação ordem pública', 'preservação ordem']","['princípio', 'Estados', 'profissão', 'renda', 'recursos', 'distribuição', 'família', 'separação', 'usinas', 'quarto', 'idosas', 'ordem', 'transferências', 'comunidade', 'comunitários', 'hidrelétricas', 'notável', 'necessidade', 'endemias', 'reputação']","['a Constituição estabelece que o Congresso Nacional é competente para sustar os atos normativos do Poder Executivo que exorbitam o poder de regular os limites da delegação legislativa.', 'A Constituição estabelece que o Supremo Tribunal Federal compõe-se de onze Ministros, escolhidos dentre cidadãos com mais de 35 anos e menos de 65 anos de idade, de notável saber jurídico e reputação ilibada.', 'A Constituição estabelece que ninguém será considerado culpado até o trânsito em julgado da sentença penal condenatória.']"
60,63,60_Federal leis_alteração_marginalização reduzir desigualdades sociais_pobreza marginalização reduzir desigualdades,"['Federal leis', 'alteração', 'marginalização reduzir desigualdades sociais', 'pobreza marginalização reduzir desigualdades', 'erradicar pobreza marginalização reduzir', 'marginalização reduzir desigualdades', 'pobreza marginalização reduzir', 'marginalização reduzir', 'erradicar pobreza marginalização', 'reduzir desigualdades sociais regionais', 'erradicar pobreza', 'reduzir desigualdades sociais', 'privativamente', 'marginalização', 'pobreza marginalização', 'reduzir desigualdades', 'reduzir', 'desigualdades sociais regionais', 'pobreza', 'desigualdades sociais']","['aspectos', 'alteração', 'organização', 'novas', 'marginalização', 'novos', 'pobreza', 'lei', 'financeira', 'complementar', 'político', 'meio', 'idosas', 'petróleo', 'constitucional', 'fundamentais', 'regras', 'respectiva', 'medicamentos', 'comunidade']","['a Constituição estabelece que compete privativamente ao Senado Federal dispor, por meio de resolução, sobre sua organização e funcionamento, polícia, criação, transformação ou extinção dos cargos, empregos e funções de seus serviços, e a iniciativa de lei para fixação da respectiva remuneração.', 'a Constituição estabelece como um de seus objetivos fundamentais erradicar a pobreza e a marginalização e reduzir as desigualdades sociais e regionais.', 'a Constituição estabelece que a República Federativa do Brasil tem como objetivo fundamental erradicar a pobreza e a marginalização e reduzir as desigualdades sociais e regionais.']"
61,62,61_proteção meio ambiente_proteção meio_meio ambiente_proteção,"['proteção meio ambiente', 'proteção meio', 'meio ambiente', 'proteção', 'participação', 'garantindo', 'País', 'prerrogativas', 'liberdades', 'territórios', 'sociedade', 'decisão', 'terras', 'todos iguais perante lei', 'todos iguais perante', 'indígenas', 'redução', 'taxas', 'pessoas idosas', 'liberdades fundamentais']","['ambiente', 'proteção', 'participação', 'básica', 'País', 'liberdades', 'prerrogativas', 'territórios', 'sociedade', 'prática', 'recursos', 'decisão', 'terras', 'indígenas', 'redução', 'meio', 'idosas', 'taxas', 'equivalentes', 'exploração']","['A Constituição estabelece direitos fundamentais e a proteção do meio ambiente.', 'A Constituição estabelece que os Deputados e Senadores são invioláveis, civil e penalmente, por quaisquer de suas opiniões, palavras e votos, e que desde a expedição do diploma, os membros do Congresso Nacional não poderão ser presos, salvo em flagrante de crime inafiançável.', 'a Constituição estabelece que a saúde é direito de todos e dever do Estado, garantido mediante políticas sociais e econômicas que visem à redução do risco de doença e de outros agravos e ao acesso universal e igualitário às ações e serviços para sua promoção, proteção e recuperação.']"
62,61,62_instituiu_livre exercício_liberdades_garantia,"['instituiu', 'livre exercício', 'liberdades', 'garantia', 'Estado', 'União', 'cidadania', 'defesa', 'requerer', 'atendidas qualificações profissionais', 'reforma tributária', 'lei estabelecer', 'recursos União', 'impessoalidade eficiência', 'punições', 'podem presos', 'Mesa Senado', 'possibilidade emendas', 'capital Planalto Central', 'qualificações profissionais']","['atuação', 'livre exercício', 'exercício', 'liberdades', 'garantia', 'Estado', 'União', 'poder', 'cidadania', 'criação', 'defesa', 'anos', 'audiências', 'punições', 'autos', 'caso', 'soberana', 'pessoa', 'Senado', 'políticos']","['a Constituição estabelece que a República Federativa do Brasil rege-se, nas suas relações internacionais, por princípios como a defesa da paz, a solução pacífica dos conflitos e o repúdio ao terrorismo e ao racismo.', 'a Constituição estabelece que os membros do Congresso Nacional não podem ser presos, salvo em flagrante de crime inafiançável, e que, nesse caso, os autos devem ser remetidos à Casa respectiva para decisão sobre a prisão.', 'A Constituição estabelece que é livre o exercício de qualquer trabalho, ofício ou profissão, atendidas as qualificações profissionais que a lei estabelecer.']"
63,57,63_Poderes União independentes harmônicos_Poderes União independentes_União independentes harmônicos_União independentes harmônicos entre,"['Poderes União independentes harmônicos', 'Poderes União independentes', 'União independentes harmônicos', 'União independentes harmônicos entre', 'União independentes', 'recursos minerais', 'Poderes União', 'gás natural', 'minerais', 'independentes harmônicos entre si', 'independentes harmônicos entre', 'independentes harmônicos', 'regulamentar', 'gás', 'natural', 'harmônicos entre si', 'perda mandato', 'independentes', 'União', 'poder emana']","['minerais', 'gás', 'natural', 'condenação', 'período', 'harmônicos', 'população', 'perda', 'independentes', 'União', 'inicial', 'caso', 'exploração', 'petróleo', 'Poderes', 'geração', 'regras', 'usufruto', 'relativas', 'exclusivo']","['a Constituição assegura aos Estados e Municípios e a órgãos da União a participação no resultado da exploração de petróleo ou gás natural, de recursos hídricos para fins de geração de energia elétrica e de outros recursos minerais.', 'A Constituição define os Poderes da União como independentes e harmônicos entre si.', 'A Constituição estabelece que os Poderes da União são independentes e harmônicos entre si.']"
64,56,64_cidadão_ex territórios_créditos_territórios,"['cidadão', 'ex territórios', 'créditos', 'territórios', 'sendo respeitada', 'estabelecendo', 'princípio separação', 'está sendo respeitada', 'ratificou', 'transparente', 'trabalho livre iniciativa', 'trabalho livre', 'igualdade justiça', 'saúde dever Estado direito', 'pertence União', 'benefícios sociais', 'direitos fundamentais cidadão', 'unidades federadas', 'norma jurídica', 'sigilo comunicações']","['cidadão', 'pessoal', 'créditos', 'rito', 'anos', 'transparente', 'oferta', 'riqueza', 'tributários', 'advocacia', 'titularidade', 'tribunal', 'casos', 'pessoas', 'suficiente', 'subsolo', 'parágrafo', 'disposto', 'norma', 'unidades']","['a Constituição veda a ex-magistrados e ex-membros do Ministério Público o exercício da advocacia no juízo ou tribunal do qual se afastaram antes de decorridos três anos do afastamento do cargo por aposentadoria ou exoneração.', 'a Constituição define sobre todos os ex-territórios, estabelecendo que, durante um prazo de dez anos, os ex-territórios serão mantidos pelo Governo Federal.', 'a Constituição estabelece que um dos objetivos da República Federativa do Brasil é promover o bem-estar de todos e abolir toda e qualquer forma de discriminação.']"
65,56,65_deve haver_regulamentada_agentes_obrigações,"['deve haver', 'regulamentada', 'agentes', 'obrigações', 'pública', 'segurança', 'jurídico', 'mulheres', 'saúde agentes combate', 'exige haja crime responsabilidade', 'elaborada participação', 'empresa pública', 'comunitários saúde agentes combate', 'pública deve respeitada', 'Defensorias Públicas', 'salário mínimo digno', 'agentes comunitários saúde agentes', 'saúde agentes combate endemias', 'saúde agentes', 'exige haja crime']","['agentes', 'combate', 'obrigações', 'pública', 'segurança', 'poder', 'jurídico', 'mulheres', 'lacuna', 'igualitária', 'relação', 'então', 'participação', 'comunitários', 'saúde', 'economia', 'nação', 'endemias', 'fidelidade', 'digno']","['A Constituição estabelece que ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória.', 'a Constituição determina que os agentes comunitários de saúde e os agentes de combate às endemias devem ser regidos pelo regime jurídico único.', 'a Constituição estabelece direitos sociais como educação, saúde, alimentação, trabalho, moradia, transporte, lazer, segurança, previdência social, proteção à maternidade e à infância, e assistência aos desamparados.']"
66,55,66_assegurado_agentes_Comissão_impeachment,"['assegurado', 'agentes', 'Comissão', 'impeachment', 'livre exercício cultos', 'mobilização', 'pelos Municípios', 'cultos', 'permite pessoa', 'crime responsabilidade não', 'quanto possível representação proporcional', 'blocos parlamentares', 'compete Senado', 'possível representação', 'liberdade consciência crença', 'possível representação proporcional partidos', 'quanto possível representação', 'possível representação proporcional', 'legalmente', 'tanto quanto possível representação']","['utilização', 'grau', 'agentes', 'forma', 'impeachment', 'blocos', 'mobilização', 'cultos', 'nível', 'consequência', 'mínimas', 'respectiva', 'consciência', 'religiosos', 'médio', 'crença', 'legislativa', 'parlamentares', 'revisão', 'municipal']","['a Constituição preconiza que as instituições catarinenses e gaúchas têm o direito à utilização dos recursos arrecadados mensalmente, a título de Imposto de Renda retido na fonte, para fazerem investimentos na instituição ou no Município, conforme autorização legislativa municipal.', 'A Constituição assegura a liberdade de consciência e de crença, sendo assegurado o livre exercício dos cultos religiosos e garantida, na forma da lei, a proteção aos locais de culto e a suas liturgias.', ""a Constituição estabelece que, na constituição das Comissões, deve ser assegurada, 'tanto quanto possível', a representação proporcional dos partidos e dos blocos parlamentares que participam da respectiva Casa.""]"
67,54,67_julgar Presidente_regionais sociais_desigualdades regionais sociais_provas,"['julgar Presidente', 'regionais sociais', 'desigualdades regionais sociais', 'provas', 'processar julgar', 'decisão', 'público', 'CPI', 'desigualdades regionais', 'antes trânsito julgado', 'Senado Federal prerrogativa', 'Municípios participação resultado exploração', 'julgar Presidente República', 'seguir procedimentos', 'antes trânsito', 'caso crime responsabilidade', 'Casa Legislativa', 'Federal Municípios participação resultado', 'direito trabalho', 'necessidade equilíbrio']","['emprego', 'provas', 'decisão', 'público', 'cargo', 'esfera', 'Senado', 'internacional', 'títulos', 'autodeterminação', 'suficiente', 'paz', 'República', 'trabalho', 'desigualdades', 'escolas', 'especiais', 'programas', 'regionais', 'eliminação']","['a Constituição delega ao Senado Federal a prerrogativa de processar e julgar o Presidente da República em caso de crime de responsabilidade.', 'a Constituição assegura aos Estados, ao Distrito Federal e aos Municípios participação no resultado da exploração de petróleo ou gás natural em seus territórios.', 'A Constituição estabelece que compete privativamente ao Senado Federal processar e julgar o Presidente e o Vice-Presidente da República nos crimes de responsabilidade.']"
68,54,68_investimento_política_estrutura_dignidade,"['investimento', 'política', 'estrutura', 'dignidade', 'regulamentação', 'administrativa', 'normas', 'terceirização', 'normas constitucionais', 'dados pessoais', 'União consagra', 'proteção dados', 'há crime responsabilidade', 'espaço', 'áreas saúde educação', 'investimento educação', 'dever fiscalizar', 'áreas saúde', 'igualdade liberdade', 'direito salário']","['investimento', 'política', 'estrutura', 'dignidade', 'cumprimento', 'regulamentação', 'administrativa', 'processo', 'humana', 'normas', 'autos', 'espaço', 'terceirização', 'coletivas', 'jurídicas', 'pessoais', 'externa', 'benefício', 'prestação', 'dados']","['a Constituição garante direitos fundamentais como igualdade, liberdade, privacidade, proteção de dados pessoais e dignidade da vida humana.', 'a regulamentação da terceirização não pode significar a regulamentação da atividade-fim, pois isso seria uma inversão e involução, significando revogar a Constituição, direitos, garantias individuais e coletivas.', 'não há crime de responsabilidade no processo de impeachment contra a Presidente Dilma Rousseff']"
69,54,69_não deve alterada_Estado não_aprovado_projeto lei,"['não deve alterada', 'Estado não', 'aprovado', 'projeto lei', 'improbidade', 'penal', 'deve alterada', 'Fundo Participação Estados', 'Participação Estados', 'direito greve', 'edição medidas', 'Fundo Participação', 'edição medidas provisórias', 'fundamentais', 'Participação', 'não deve', 'obrigação', 'justiça', 'ICMS', 'impõe']","['improbidade', 'penal', 'fundamentais', 'greve', 'projeto', 'dever', 'obrigação', 'matéria', 'edição', 'justiça', 'social', 'harmonia', 'Casa', 'terras', 'Estado', 'quarto', 'sindicais', 'claros', 'Estados', 'turno']","['a Constituição estabelece que ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória.', 'a Constituição reconhece aos índios sua organização social, costumes, línguas, crenças e tradições, e os direitos originários sobre as terras que tradicionalmente ocupam', 'A Constituição estabelece que a República Federativa do Brasil tem como objetivos fundamentais construir uma sociedade livre, justa e solidária, garantir o desenvolvimento nacional, erradicar a pobreza e a marginalização e reduzir as desigualdades sociais e regionais.']"
70,52,70_Presidenta_não há_Presidenta Dilma_pacto,"['Presidenta', 'não há', 'Presidenta Dilma', 'pacto', 'República', 'mediante requerimento terço membros', 'todos mas dever', 'Federal não pode', 'há crime responsabilidade', 'iniciativa legislativa', 'punições', 'mediante requerimento terço', 'todos mas dever Estado', 'acima lei', 'mediante requerimento', 'mas dever', 'mas dever Estado', 'República seja', 'pública direito todos mas', 'direito todos mas dever']","['direito', 'receita', 'pacto', 'dias', 'punições', 'irredutibilidade', 'domésticas', 'sexual', 'corrente', 'aborto', 'livre', 'emendas', 'fidelidade', 'prévio', 'trabalhadoras', 'pilares', 'respectivos', 'líquida', 'inconstitucionalidade', 'culto']","['A Constituição prevê que uma lei aprovada pelas duas Casas do Congresso e sancionada pelo Presidente da República seja examinada pela Suprema Corte e, eventualmente, pelos tribunais respectivos, e consertada caso haja nela algum defeito jurídico de peso, uma inconstitucionalidade, por exemplo.', 'não há base constitucional para o impeachment da Presidenta Dilma, pois não há crime de responsabilidade configurado.', 'a Constituição estabelece que uma comissão parlamentar de inquérito pode ser criada mediante requerimento de um terço dos membros da Casa.']"
71,52,71_democracia liberdade_cidadã foi_República_veto,"['democracia liberdade', 'cidadã foi', 'República', 'veto', 'ninguém será', 'direito social', 'inafiançável', 'cidadã', 'Presidente', 'transparência', 'sociais saúde', 'República direito', 'social brasileira', 'sociais saúde educação', 'direitos sociais saúde', 'moradia direito social', 'direitos sociais saúde educação', 'princípios igualdade', 'crime terrorismo', 'República Federativa Brasil buscará']","['excepcional', 'terrorismo', 'República', 'veto', 'princípios', 'inafiançável', 'informação', 'cidadã', 'Presidente', 'transparência', 'decisão', 'social', 'hipótese', 'crime', 'graça', 'inalienável', 'competente', 'anistia', 'amplo', 'fundamento']","['A Constituição estabelece que o Congresso Nacional deve se manifestar sobre o veto do Presidente e, se o veto for derrubado, o Presidente da República tem 48 horas para promulgar a decisão.', 'a Constituição estabelece que a República Federativa do Brasil buscará a integração econômica, política, social e cultural dos povos da América Latina.', 'a Constituição menciona diretamente o repúdio ao terrorismo entre os princípios regentes das relações internacionais brasileiras e considera o crime de terrorismo inafiançável e insuscetível de graça ou anistia.']"
72,52,72_Eleitoral_direito ir vir_direito ir_impõe,"['Eleitoral', 'direito ir vir', 'direito ir', 'impõe', 'político', 'pública deve respeitada', 'Federados mantidos atuais limites', 'Federados mantidos atuais', 'Federados mantidos', 'atuais limites geográficos', 'educação dever', 'atuais limites', 'mantidos atuais limites geográficos', 'Estados Federados mantidos atuais', 'moradia direito social', 'deve respeitada base', 'petróleo energia elétrica', 'respeitada base', 'petróleo energia', 'ditadura militar']","['interesse', 'político', 'linha', 'atuais limites', 'pisos', 'pluripartidarismo', 'direção', 'sentido', 'geográficos', 'fixação', 'atuais', 'pluralismo', 'destinação', 'comum', 'ditadura', 'importante', 'militar', 'nacionais', 'Federais', 'reformas']","['a Constituição de 1988 proíbe os Estados produtores de petróleo de cobrar o ICMS sobre petróleo e energia elétrica.', 'a Constituição garante o devido processo legal e o direito de ir e vir.', 'A Constituição de 1988 determina que os Territórios Federais de Roraima e do Amapá são transformados em Estados Federados, mantidos seus atuais limites geográficos.']"
73,50,73_território_Polícia_imunidade_direito vida,"['território', 'Polícia', 'imunidade', 'direito vida', 'instituições', 'parlamentar', 'integração América', 'compromissos gravosos', 'respeitada pelos', 'compromissos gravosos patrimônio', 'encargos ou compromissos', 'compromissos gravosos patrimônio nacional', 'comprovação crime', 'elevou Amapá', 'internacionais acarretem', 'exige medidas provisórias sejam', 'encargos ou compromissos gravosos', 'tratados acordos', 'gravosos patrimônio nacional', 'incluindo liberdade']","['território', 'conquistas', 'imunidade', 'instituições', 'parlamentar', 'gravosos', 'quilômetros', 'povos', 'plenitude', 'fundamental', 'membro', 'normalidade', 'longo', 'comprovação', 'parlamentares', 'livre', 'compromissos', 'vida', 'faixa', 'categoria']","['a Constituição, através do art. 14 do Ato das Disposições Constitucionais Transitórias, elevou Amapá e Roraima à categoria de Estados membro da Federação brasileira.', 'a Constituição estabelece ser da competência exclusiva do Congresso Nacional resolver definitivamente sobre tratados, acordos ou atos internacionais que acarretem encargos ou compromissos gravosos ao patrimônio nacional.', 'a Constituição garante a todos os brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade.']"
74,50,74_Nacional_Congresso Nacional_Presidente_Congresso,"['Nacional', 'Congresso Nacional', 'Presidente', 'Congresso', 'Ministério Público Federal', 'Congresso Nacional fiscalizar', 'necessidade equilíbrio', 'Executivo não', 'rito processo impeachment', 'interesses sociedade', 'rito processo', 'acordos internacionais', 'Nacional fiscalizar', 'debater', 'impessoalidade administração', 'impessoalidade administração pública', 'entre entes federados', 'deve assegurar', 'fins pacíficos', 'percentual mínimo']","['Presidente', 'atividade', 'atos', 'tratamento', 'resultados', 'pacíficos', 'nuclear', 'jurídicos', 'filhos', 'dezembro', 'acordos', 'direto', 'contratos', 'emprego', 'fins', 'percentual', 'responsável', 'indireta', 'apreciação', 'Estados']","['a política brasileira deve respeitar os princípios da democracia, que foram rompidos por um golpe parlamentar contra a Presidente Dilma', 'A Constituição estabelece que, em caso de vacância dos cargos de Presidente e Vice-Presidente após 31 de dezembro, haverá uma eleição indireta dentro do Congresso Nacional.', 'a União é responsável por explorar os serviços e instalações nucleares de qualquer natureza, e que toda atividade nuclear em território nacional somente será admitida para fins pacíficos e mediante a aprovação do Congresso Nacional.']"
75,50,75_ninguém será considerado_será considerado_ninguém será considerado culpado_será considerado culpado,"['ninguém será considerado', 'será considerado', 'ninguém será considerado culpado', 'será considerado culpado', 'considerado culpado', 'culpado', 'ninguém será', 'Direito', 'ninguém', 'julgado', 'cidadania', 'Estado', 'separação', 'República direito', 'proíbe qualquer', 'Federal não pode', 'princípios básicos', 'será', 'alterada estabelecer', 'PMDB']","['básicos', 'Direito', 'julgado', 'cidadania', 'Estado', 'separação', 'princípios', 'claros', 'internacional', 'meses', 'classe', 'limites', 'respectivos', 'direito', 'Prefeitos', 'solução', 'golpe', 'pacífica', 'condenatória', 'mandatos']","['A Constituição exige que o Presidente da República, os Governadores de Estado e do Distrito Federal e os Prefeitos renunciem aos respectivos mandatos até seis meses antes do pleito para concorrerem a outros cargos.', 'a Constituição estabelece que ninguém será considerado culpado nem cumprirá pena antes que o seu processo tenha transitado em julgado.', 'a Constituição estabelece que ninguém será considerado culpado até o trânsito em julgado de sentença penal condenatória.']"
76,49,76_dignidade pessoa_dignidade pessoa humana_pessoa humana_iniciativa,"['dignidade pessoa', 'dignidade pessoa humana', 'pessoa humana', 'iniciativa', 'mandato deve', 'responsáveis', 'iniciativa legislativa', 'Municípios participação resultado exploração', 'princípios igualdade', 'acima lei', 'Federal Municípios participação resultado', 'processo redemocratização', 'cidadania dignidade pessoa', 'cidadania dignidade pessoa humana', 'redemocratização Brasil', 'crime discriminar', 'teto gastos públicos', 'Distrito Federal Municípios participação', 'Municípios participação resultado', 'igualdade liberdade']","['previsto', 'humana', 'iniciativa', 'responsáveis', 'petróleo', 'jurídica', 'pessoa', 'dignidade', 'brasileiro', 'coisa', 'jurídicas', 'crescimento', 'implementação', 'perfeito', 'comuns', 'religião', 'alterações', 'relevantes', 'cassação', 'etnia']","['a Constituição não impede a implementação de um teto para os gastos públicos, como proposto pela PEC 55, que visa limitar o crescimento das despesas públicas ao índice de inflação do ano anterior.', 'a Constituição assegura o princípio da segurança jurídica, determinando que a lei não prejudicará o direito adquirido, o ato jurídico perfeito e a coisa julgada.', 'a Constituição assegura aos Estados, ao Distrito Federal e aos Municípios participação no resultado da exploração de petróleo ou gás natural.']"
